"Cikkszám","Termék Név","Nettó Ár","Bruttó Ár","Kategória","Raktárkészlet","Vásárolható, ha nincs Raktáron","Változatokhoz Raktárkészlet","Alacsony készlet","Paraméter: Minőség||text","Paraméter: Kiszerelés||enum","Paraméter: Szín||text","Paraméter: 1 m2 felülethez||text","Paraméter: Család||text","Paraméter: Kategória||text","Paraméter: Téli hangulat minta||text","Paraméter: Szélesség||text","Paraméter: Hossz||text","Paraméter: Méret||text","Paraméter: Ablakfólia típus||text","Paraméter: Beláthatóság||text","Paraméter: Felhelyezés||text","Paraméter: Felület||text","Paraméter: Hővisszaverés||text","Paraméter: Kopóréteg||text","Paraméter: Öntapadós padló|Padló|text","Paraméter: Padló típusa|Padló|text","Paraméter: UV védelem||text","Paraméter: Vastagság||text","Paraméter: Csomag kiszerelés||enum","Paraméter: Videó segítség|Videók|html","Paraméter: VIP ár||text","Paraméter: m2/doboz||text","Paraméter: m2/tekercs||text","Paraméter: m2/csomag||text","Paraméter: Felhelyezés nehézsége||text","Paraméter: Eltávolítható||text","Paraméter: Illesztés||text","Paraméter: Tisztítása||text","Paraméter: ELŐFIZETÉS||text","Paraméter: Konzultáció||enum","Paraméter: brand||text","Paraméter: ean||text","Paraméter: mpn||text","Paraméter: Lépésmélység||text","Paraméter: Lehajló perem||text","Paraméter: Áremelés||text","Paraméter: Szivacs színe||text","Paraméter: FJ-SKU||text","Paraméter: FJ-Beszállító||text","Paraméter: FJ-Listaár||num","Paraméter: FJ-UOM||text"
"334-8028","Nyírfák Az Ablak Előtt Ragasztó Nélküli Prémium Ablakfólia (Wood) (1,5 m x 67,5 cm)","2543.31","3230","Ablakfólia|Belátás Elleni Ablakfólia","0","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","67,5 cm","1,5 m","1,5 m x 67,5 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","1.012","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386292223","","","","","","","","",""
"14096","Optika Játéka Ragasztó Nélküli Ablakfólia (1,5 m x 45 cm)","2354.33070866","2990","Ablakfólia|Belátás Elleni Ablakfólia","12","0","0","","Basic","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","1,5 m","1,5 m x 45 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,11 mm","1 db","","","","","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","","","","","","","","",""
"346-0117","Őszi Színek Öntapadós Standard Ablakfólia (Lisboa Rot) (2 m x 45 cm)","1976.38","2510","Ablakfólia|Belátás Elleni Ablakfólia","24","0","0","","Standard","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","2 m","2 m x 45 cm","Öntapadós","Nem ","Öntapadós","Üveg","Nem ","","","","Igen","0,9 mm - 0,11 mm","1 db","","","","","","2","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386069900","","","","","","","","",""
"334-0033","Pöttyözött Virág Ragasztó Nélküli Prémium Ablakfólia (Arcos) (1,5 m x 45 cm)","2165.35","2750","Ablakfólia|Belátás Elleni Ablakfólia","0","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","1,5 m","1,5 m x 45 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386322692","","","","","","","","",""
"334-0037","Repülő Madarak Ragasztó Nélküli Prémium Ablakfólia (Skyler) (1,5 m x 45 cm)","2165.35","2750","Ablakfólia|Belátás Elleni Ablakfólia","0","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","1,5 m","1,5 m x 45 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386322814","","","","","","","","",""
"346-0350","Rizspapír Öntapadós Standard Ablakfólia (Reispapier) (2 m x 45 cm)","1976.38","2510","Ablakfólia|Belátás Elleni Ablakfólia","7","0","0","","Standard","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","2 m","2 m x 45 cm","Öntapadós","Nem ","Öntapadós","Üveg","Nem ","","","","Igen","0,9 mm - 0,11 mm","1 db","","","","","","2","igen","Vékony csík látható ","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386139818","","","","","","","","",""
"334-0016","Rizspapír Ragasztó Nélküli Prémium Ablakfólia (Reispapier Static) (1,5 m x 45 cm)","2165.35","2750","Ablakfólia|Belátás Elleni Ablakfólia","4","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","1,5 m","1,5 m x 45 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386261038","","","","","","","","",""
"334-8016","Rizspapír Ragasztó Nélküli Prémium Ablakfólia (Reispapier Static) (1,5 m x 67,5 cm)","2590.55","3290","Ablakfólia|Belátás Elleni Ablakfólia","16","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","67,5 cm","1,5 m","1,5 m x 67,5 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","1.012","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386261045","","","","","","","","",""
"346-0337","Sokszög Öntapadós Standard Ablakfólia (Steps) (2 m x 45 cm)","1976.38","2510","Ablakfólia|Belátás Elleni Ablakfólia","20","0","0","","Standard","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","2 m","2 m x 45 cm","Öntapadós","Nem ","Öntapadós","Üveg","Nem ","","","","Igen","0,9 mm - 0,11 mm","1 db","","","","","","2","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386131218","","","","","","","","",""
"334-0007","Szabályos Kocka Ragasztó Nélküli Prémium Ablakfólia (Caree) (1,5 m x 45 cm)","2165.35","2750","Ablakfólia|Belátás Elleni Ablakfólia","0","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","1,5 m","1,5 m x 45 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386260697","","","","","","","","",""
"334-8007","Szabályos Kocka Ragasztó Nélküli Prémium Ablakfólia (Caree) (1,5 m x 67,5 cm)","2543.31","3230","Ablakfólia|Belátás Elleni Ablakfólia","4","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","67,5 cm","1,5 m","1,5 m x 67,5 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","1.012","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386260703","","","","","","","","",""
"334-5007","Szabályos Kocka Ragasztó Nélküli Prémium Ablakfólia (Caree) (1,5 m x 90 cm)","2826.77","3590","Ablakfólia|Belátás Elleni Ablakfólia","0","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","90 cm","1,5 m","1,5 m x 90 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","1.35","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386260710","","","","","","","","",""
"334-0038","Színes Tollak Ragasztó Nélküli Prémium Ablakfólia (Finja) (1,5 m x 45 cm)","2165.35","2750","Ablakfólia|Belátás Elleni Ablakfólia","9","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","1,5 m","1,5 m x 45 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386340511","","","","","","","","",""
"334-0045","Szitakötő Ragasztó Nélküli Prémium Ablakfólia (Nibella, Prémium) (1,5 m x 45 cm)","2165.35","2750","Ablakfólia|Belátás Elleni Ablakfólia","8","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","1,5 m","1,5 m x 45 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","","","2","igen","","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386351401","","","","","","","","",""
"334-0030","Szürke Jégkockák Ragasztó Nélküli Prémium Ablakfólia (Ice Cube Grau) (1,5 m x 45 cm)","2165.35","2750","Ablakfólia|Belátás Elleni Ablakfólia","23","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","1,5 m","1,5 m x 45 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386297815","","","","","","","","",""
"338-8038","Szürke Jégkockák Ragasztó Nélküli Standard Ablakfólia (Ice Cube) (1,5 m x 67,5 cm)","2543.31","3230","Ablakfólia|Belátás Elleni Ablakfólia","0","0","0","","Standard","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","67,5 cm","1,5 m ","1,5 m x 67,5 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,11 mm","1 db","","","","1.012","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","338-8038","","","","","","","",""
"334-0018","Szürke-Fehér Levelek Ragasztó Nélküli Prémium Ablakfólia (Amena) (1,5 m x 45 cm)","2165.35","2750","Ablakfólia|Belátás Elleni Ablakfólia","4","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","1,5 m","1,5 m x 45 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386271891","","","","","","","","",""
"334-8018","Szürke-Fehér Levelek Ragasztó Nélküli Prémium Ablakfólia (Amena) (1,5 m x 67,5 cm)","2543.31","3230","Ablakfólia|Belátás Elleni Ablakfólia","8","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","67,5 cm","1,5 m","1,5 m x 67,5 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","1.012","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386271907","","","","","","","","",""
"338-8027","Tavasz Ragasztó Nélküli Standard Ablakfólia (Spring) (1,5 m x 67,5 cm)","2543.31","3230","Ablakfólia|Belátás Elleni Ablakfólia","13","0","0","","Standard","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","67,5 cm","1,5 m ","1,5 m x 67,5 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,11 mm","1 db","","","","1.012","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386237309","","","","","","","","",""
"338-0018","Tavaszi Színek Ragasztó Nélküli Standard Ablakfólia (Lisboa Spring) (1,5 m x 45 cm)","1976.38","2510","Ablakfólia|Belátás Elleni Ablakfólia","1","0","0","","Standard","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","1,5 m ","1,5 m x 45 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,11 mm","1 db","","","","","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386218681","","","","","","","","",""
"338-5018","Tavaszi Színek Ragasztó Nélküli Standard Ablakfólia (Lisboa Spring) (1,5 m x 90 cm)","3110.24","3950","Ablakfólia|Belátás Elleni Ablakfólia","0","0","0","","Standard","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","90 cm","1,5 m ","1,5 m x 90 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,11 mm","1 db","","","","1.35","","1","igen","Mintát egymáshoz illesztve","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386218681","","","","","","","","",""
"346-0338","Tejüveg Ragacsos Öntapadós Standard Ablakfólia (Opal) (2 m x 45 cm)","1976.38","2510","Ablakfólia|Belátás Elleni Ablakfólia","46","0","0","","Standard","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","2 m","2 m x 45 cm","Öntapadós","Nem ","Öntapadós","Üveg","Nem","","","","Igen","0,9 mm - 0,11 mm","1 db","","","","","","2","igen","Vékony csík látható ","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386131225","","","","","","","","",""
"346-8338","Tejüveg Ragacsos Öntapadós Standard Ablakfólia (Opal) (2 m x 67,5 cm)","2543.31","3230","Ablakfólia|Belátás Elleni Ablakfólia","23","0","0","","Standard","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","67,5 cm","2 m","2 m x 67,5 cm","Öntapadós","Nem ","Öntapadós","Üveg","Nem","","","","Igen ","0,9 mm - 0,11 mm","1 db","","","","1.35","","2","igen","Vékony csík látható ","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386131249","","","","","","","","",""
"346-5372","Tejüveg Ragacsos Öntapadós Standard Ablakfólia (Opal) (2,1 m x 90 cm)","2543.31","3230","Ablakfólia|Belátás Elleni Ablakfólia","23","0","0","","Standard","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","90 cm","2,1 m","2,1 m x 90 cm","Öntapadós","Nem ","Öntapadós","Üveg","Nem ","","","","Nem","0,9 mm - 0,11 mm","1 db","","","","1.89","","2","igen","Vékony csík látható ","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386301727","","","","","","","","",""
"334-0004","Tejüveg Ragasztó Nélküli Prémium Ablakfólia (Frost, Prémium) (1,5 m x 45 cm)","2165.35","2750","Ablakfólia|Belátás Elleni Ablakfólia","0","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","45 cm","1,5 m","1,5 m x 45 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","","","1","igen","Vékony csík látható","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386260635","","","","","","","","",""
"216-8004","Tejüveg Ragasztó Nélküli Standard Ablakfólia (Frost, Prémium) (15 m x 67,5 cm)","17716.54","22500","Ablakfólia|Belátás Elleni Ablakfólia","2","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","67,5 cm","15 m","15 m x 67,5 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","10.125","","1","igen","Vékony csík látható","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386327758","","","","","","","","",""
"216-5004","Tejüveg Ragasztó Nélküli Standard Ablakfólia (Frost, Prémium) (15 m x 90 cm)","28338.58","35990","Ablakfólia|Belátás Elleni Ablakfólia","0","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","90 cm","15 m","15 m x 90 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","13.5","","1","igen","Vékony csík látható","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","4007386309709","","","","","","","","",""
"216-8004-5M","Tejüveg Ragasztó Nélküli Standard Ablakfólia (Frost, Prémium) (5 m x 67,5 cm)","5740.16","7290","Ablakfólia|Belátás Elleni Ablakfólia","4","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","67,5 cm","5 m","5 m x 67,5 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","3.375","","1","igen","Vékony csík látható","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","216-8004-5M","","","","","","","",""
"216-5004-5M","Tejüveg Ragasztó Nélküli Standard Ablakfólia (Frost, Prémium) (5 m x 90 cm)","10669.29","13550","Ablakfólia|Belátás Elleni Ablakfólia","0","0","0","","Prémium","Tekercs","Be- és kilátás ellen","","Belátás és kilátás elleni ablakfólia","","","90 cm","5 m","5 m x 90 cm","Statikus","Nem ","Statikus","Üveg","Nem","","","","Igen","0,15 mm","1 db","","","","4.5","","1","igen","Vékony csík látható","Általános tiszítószerrel, enyhén nedves ruhával","","","Fóliás Juci","","216-5004-5M","","","","","","","",""
